"Id","CustomerId","EmployeeId","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
10765,QUICK,3,"2013-12-04","2014-01-01","2013-12-09",3,42.74,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10766,OTTIK,4,"2013-12-05","2014-01-02","2013-12-09",1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,"50739",Germany
10767,SUPRD,4,"2013-12-05","2014-01-02","2013-12-15",3,1.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10768,AROUT,3,"2013-12-08","2014-01-05","2013-12-15",2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10769,VAFFE,3,"2013-12-08","2014-01-05","2013-12-12",1,65.06,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,"8200",Denmark
10770,HANAR,8,"2013-12-09","2014-01-06","2013-12-17",3,5.32,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10771,ERNSH,9,"2013-12-10","2014-01-07","2014-01-02",2,11.19,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10772,LEHMS,3,"2013-12-10","2014-01-07","2013-12-19",2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,"60528",Germany
10773,ERNSH,1,"2013-12-11","2014-01-08","2013-12-16",3,96.43,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10774,FOLKO,4,"2013-12-11","2013-12-25","2013-12-12",1,48.2,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10775,THECR,7,"2013-12-12","2014-01-09","2013-12-26",1,20.25,The Cracker Box,"55 Grizzly Peak Rd.",Butte,North America,"59801",USA
10776,ERNSH,1,"2013-12-15","2014-01-12","2013-12-18",3,351.53,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10777,GOURL,7,"2013-12-15","2013-12-29","2014-01-21",2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,"04876-786",Brazil
10778,BERGS,3,"2013-12-16","2014-01-13","2013-12-24",1,6.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10779,MORGK,3,"2013-12-16","2014-01-13","2014-01-14",2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,"04179",Germany
10780,LILAS,2,"2013-12-16","2013-12-30","2013-12-25",1,42.13,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,"3508",Venezuela
10781,WARTH,2,"2013-12-17","2014-01-14","2013-12-19",3,73.16,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,"90110",Finland
10782,CACTU,9,"2013-12-17","2014-01-14","2013-12-22",3,1.1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,"1010",Argentina
10783,HANAR,4,"2013-12-18","2014-01-15","2013-12-19",2,124.98,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10784,MAGAA,4,"2013-12-18","2014-01-15","2013-12-22",3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,"24100",Italy
10785,GROSR,1,"2013-12-18","2014-01-15","2013-12-24",3,1.51,GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,South America,"1081",Venezuela
10786,QUEE,8,"2013-12-19","2014-01-16","2013-12-23",1,110.87,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10787,LAMAI,2,"2013-12-19","2014-01-02","2013-12-26",1,249.93,La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,Western Europe,"31000",France
10788,QUICK,1,"2013-12-22","2014-01-19","2014-01-19",2,42.7,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10789,FOLIG,1,"2013-12-22","2014-01-19","2013-12-31",2,100.6,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,"59000",France
10790,GOURL,6,"2013-12-22","2014-01-19","2013-12-26",1,28.23,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,"04876-786",Brazil
10791,FRANK,6,"2013-12-23","2014-01-20","2014-01-01",2,16.85,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10792,WOLZA,1,"2013-12-23","2014-01-20","2013-12-31",3,23.79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,"01-012",Poland
10793,AROUT,3,"2013-12-24","2014-01-21","2014-01-08",3,4.52,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10794,QUEDE,6,"2013-12-24","2014-01-21","2014-01-02",1,21.49,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,"02389-673",Brazil
10795,ERNSH,8,"2013-12-24","2014-01-21","2014-01-20",2,126.66,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10796,HILAA,3,"2013-12-25","2014-01-22","2014-01-14",1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,"5022",Venezuela
10797,DRACD,7,"2013-12-25","2014-01-22","2014-01-05",2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,"52066",Germany
10798,ISLAT,2,"2013-12-26","2014-01-23","2014-01-05",1,2.33,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10799,KOENE,9,"2013-12-26","2014-02-06","2014-01-05",3,30.76,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,"14776",Germany
10800,SEVES,1,"2013-12-26","2014-01-23","2014-01-05",3,137.44,Seven Seas Imports,"90 Wadhurst Rd.",London,British Isles,OX15 4NB,UK
10801,BOLID,4,"2013-12-29","2014-01-26","2013-12-31",2,97.09,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,"28023",Spain
10802,SIMOB,4,"2013-12-29","2014-01-26","2014-01-02",2,257.26,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,"1734",Denmark
10803,WELLI,4,"2013-12-30","2014-01-27","2014-01-06",1,55.23,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,"08737-363",Brazil
10804,SEVES,6,"2013-12-30","2014-01-27","2014-01-07",2,27.33,Seven Seas Imports,"90 Wadhurst Rd.",London,British Isles,OX15 4NB,UK
10805,THEBI,2,"2013-12-30","2014-01-27","2014-01-09",3,237.34,The Big Cheese,"89 Jefferson Way Suite 2",Portland,North America,"97201",USA
10806,VICTE,3,"2013-12-31","2014-01-28","2014-01-05",2,22.11,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,"69004",France
10807,FRANS,4,"2013-12-31","2014-01-28","2014-01-30",1,1.36,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,"10100",Italy
10808,OLDWO,2,"2014-01-01","2014-01-29","2014-01-09",3,45.53,Old World Delicatessen,"2743 Bering St.",Anchorage,North America,"99508",USA
10809,WELLI,7,"2014-01-01","2014-01-29","2014-01-07",1,4.87,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,"08737-363",Brazil
10810,LAUGB,2,"2014-01-01","2014-01-29","2014-01-07",3,4.33,Laughing Bacchus Wine Cellars,"2319 Elm St.",Vancouver,North America,V3F 2K1,Canada
10811,LINOD,8,"2014-01-02","2014-01-30","2014-01-08",1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,"4980",Venezuela
10812,REGGC,5,"2014-01-02","2014-01-30","2014-01-12",1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,"42100",Italy
10813,RICAR,1,"2014-01-05","2014-02-02","2014-01-09",1,47.38,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,"02389-890",Brazil
10814,VICTE,3,"2014-01-05","2014-02-02","2014-01-14",3,130.94,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,"69004",France
10815,SAVEA,2,"2014-01-05","2014-02-02","2014-01-14",3,14.62,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10816,GREAL,4,"2014-01-06","2014-02-03","2014-02-04",2,719.78,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,North America,"97403",USA
10817,KOENE,3,"2014-01-06","2014-01-20","2014-01-13",2,306.07,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,"14776",Germany
10818,MAGAA,7,"2014-01-07","2014-02-04","2014-01-12",3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,"24100",Italy
10819,CACTU,2,"2014-01-07","2014-02-04","2014-01-16",3,19.76,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,"1010",Argentina
10820,RATTC,3,"2014-01-07","2014-02-04","2014-01-13",2,37.52,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,North America,"87110",USA
10821,SPLIR,1,"2014-01-08","2014-02-05","2014-01-15",1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,"82520",USA
10822,TRAIH,6,"2014-01-08","2014-02-05","2014-01-16",3,7,Trail's Head Gourmet Provisioners,"722 DaVinci Blvd.",Kirkland,North America,"98034",USA
10823,LILAS,5,"2014-01-09","2014-02-06","2014-01-13",2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,"3508",Venezuela
10824,FOLKO,8,"2014-01-09","2014-02-06","2014-01-30",1,1.23,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10825,DRACD,1,"2014-01-09","2014-02-06","2014-01-14",1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,"52066",Germany
10826,BLONP,6,"2014-01-12","2014-02-09","2014-02-06",1,7.09,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,"67000",France
10827,BONAP,1,"2014-01-12","2014-01-26","2014-02-06",2,63.54,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10828,RANCH,9,"2014-01-13","2014-01-27","2014-02-04",1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,"1010",Argentina
10829,ISLAT,9,"2014-01-13","2014-02-10","2014-01-23",1,154.72,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10830,TRADH,4,"2014-01-13","2014-02-24","2014-01-21",2,81.83,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,"05634-030",Brazil
10831,SANTG,3,"2014-01-14","2014-02-11","2014-01-23",2,72.19,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,"4110",Norway
10832,LAMAI,2,"2014-01-14","2014-02-11","2014-01-19",2,43.26,La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,Western Europe,"31000",France
10833,OTTIK,6,"2014-01-15","2014-02-12","2014-01-23",2,71.49,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,"50739",Germany
10834,TRADH,1,"2014-01-15","2014-02-12","2014-01-19",3,29.78,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,"05634-030",Brazil
10835,ALFKI,1,"2014-01-15","2014-02-12","2014-01-21",3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,"12209",Germany
10836,ERNSH,7,"2014-01-16","2014-02-13","2014-01-21",1,411.88,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10837,BERGS,9,"2014-01-16","2014-02-13","2014-01-23",3,13.32,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10838,LINOD,3,"2014-01-19","2014-02-16","2014-01-23",3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,"4980",Venezuela
10839,TRADH,3,"2014-01-19","2014-02-16","2014-01-22",3,35.43,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,"05634-030",Brazil
10840,LINOD,4,"2014-01-19","2014-03-02","2014-02-16",2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,"4980",Venezuela
10841,SUPRD,5,"2014-01-20","2014-02-17","2014-01-29",2,424.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10842,TORTU,1,"2014-01-20","2014-02-17","2014-01-29",3,54.42,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,"05033",Mexico
10843,VICTE,4,"2014-01-21","2014-02-18","2014-01-26",2,9.26,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,"69004",France
10844,PICCO,8,"2014-01-21","2014-02-18","2014-01-26",2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,"5020",Austria
10845,QUICK,8,"2014-01-21","2014-02-04","2014-01-30",1,212.98,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10846,SUPRD,2,"2014-01-22","2014-03-05","2014-01-23",3,56.46,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10847,SAVEA,4,"2014-01-22","2014-02-05","2014-02-10",3,487.57,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10848,CONSH,7,"2014-01-23","2014-02-20","2014-01-29",2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
10849,KOENE,9,"2014-01-23","2014-02-20","2014-01-30",2,0.56,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,"14776",Germany
10850,VICTE,1,"2014-01-23","2014-03-06","2014-01-30",1,49.19,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,"69004",France
10851,RICAR,5,"2014-01-26","2014-02-23","2014-02-02",1,160.55,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,"02389-890",Brazil
10852,RATTC,8,"2014-01-26","2014-02-09","2014-01-30",1,174.05,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,North America,"87110",USA
10853,BLAUS,9,"2014-01-27","2014-02-24","2014-02-03",2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,"68306",Germany
10854,ERNSH,3,"2014-01-27","2014-02-24","2014-02-05",2,100.22,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10855,OLDWO,3,"2014-01-27","2014-02-24","2014-02-04",1,170.97,Old World Delicatessen,"2743 Bering St.",Anchorage,North America,"99508",USA
10856,ANTO,3,"2014-01-28","2014-02-25","2014-02-10",2,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,"05023",Mexico
10857,BERGS,8,"2014-01-28","2014-02-25","2014-02-06",2,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10858,LACOR,2,"2014-01-29","2014-02-26","2014-02-03",1,52.51,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,"78000",France
10859,FRANK,1,"2014-01-29","2014-02-26","2014-02-02",2,76.1,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10860,FRANR,3,"2014-01-29","2014-02-26","2014-02-04",3,19.26,France restauration,"54, rue Royale",Nantes,Western Europe,"44000",France
10861,WHITC,4,"2014-01-30","2014-02-27","2014-02-17",2,14.93,White Clover Markets,"1029 - 12th Ave. S.",Seattle,North America,"98124",USA
10862,LEHMS,8,"2014-01-30","2014-03-13","2014-02-02",2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,"60528",Germany
10863,HILAA,4,"2014-02-02","2014-03-02","2014-02-17",2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,"5022",Venezuela
10864,AROUT,4,"2014-02-02","2014-03-02","2014-02-09",2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10865,QUICK,2,"2014-02-02","2014-02-16","2014-02-12",1,348.14,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10866,BERGS,5,"2014-02-03","2014-03-03","2014-02-12",1,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10867,LONEP,6,"2014-02-03","2014-03-17","2014-02-11",1,1.93,Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,North America,"97219",USA
10868,QUEE,7,"2014-02-04","2014-03-04","2014-02-23",2,191.27,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10869,SEVES,5,"2014-02-04","2014-03-04","2014-02-09",1,143.28,Seven Seas Imports,"90 Wadhurst Rd.",London,British Isles,OX15 4NB,UK
10870,WOLZA,5,"2014-02-04","2014-03-04","2014-02-13",3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,"01-012",Poland
10871,BONAP,9,"2014-02-05","2014-03-05","2014-02-10",2,112.27,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10872,GODOS,5,"2014-02-05","2014-03-05","2014-02-09",2,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,"41101",Spain
10873,WILMK,4,"2014-02-06","2014-03-06","2014-02-09",1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,"21240",Finland
10874,GODOS,5,"2014-02-06","2014-03-06","2014-02-11",2,19.58,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,"41101",Spain
10875,BERGS,4,"2014-02-06","2014-03-06","2014-03-03",2,32.37,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10876,BONAP,7,"2014-02-09","2014-03-09","2014-02-12",3,60.42,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10877,RICAR,1,"2014-02-09","2014-03-09","2014-02-19",1,38.06,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,"02389-890",Brazil
10878,QUICK,4,"2014-02-10","2014-03-10","2014-02-12",1,46.69,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10879,WILMK,3,"2014-02-10","2014-03-10","2014-02-12",3,8.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,"21240",Finland
10880,FOLKO,7,"2014-02-10","2014-03-24","2014-02-18",1,88.01,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10881,CACTU,4,"2014-02-11","2014-03-11","2014-02-18",1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,"1010",Argentina
10882,SAVEA,4,"2014-02-11","2014-03-11","2014-02-20",3,23.1,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10883,LONEP,8,"2014-02-12","2014-03-12","2014-02-20",3,0.53,Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,North America,"97219",USA
10884,LETSS,4,"2014-02-12","2014-03-12","2014-02-13",2,90.97,Let's Stop N Shop,"87 Polk St. Suite 5",San Francisco,North America,"94117",USA
10885,SUPRD,6,"2014-02-12","2014-03-12","2014-02-18",3,5.64,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10886,HANAR,1,"2014-02-13","2014-03-13","2014-03-02",1,4.99,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10887,GALED,8,"2014-02-13","2014-03-13","2014-02-16",3,1.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,"8022",Spain
10888,GODOS,1,"2014-02-16","2014-03-16","2014-02-23",2,51.87,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,"41101",Spain
10889,RATTC,9,"2014-02-16","2014-03-16","2014-02-23",3,280.61,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,North America,"87110",USA
10890,DUMO,7,"2014-02-16","2014-03-16","2014-02-18",1,32.76,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,"44000",France
10891,LEHMS,7,"2014-02-17","2014-03-17","2014-02-19",2,20.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,"60528",Germany
10892,MAISD,4,"2014-02-17","2014-03-17","2014-02-19",2,120.27,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10893,KOENE,9,"2014-02-18","2014-03-18","2014-02-20",2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,"14776",Germany
10894,SAVEA,1,"2014-02-18","2014-03-18","2014-02-20",1,116.13,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10895,ERNSH,3,"2014-02-18","2014-03-18","2014-02-23",1,162.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10896,MAISD,7,"2014-02-19","2014-03-19","2014-02-27",3,32.45,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10897,HUNGO,3,"2014-02-19","2014-03-19","2014-02-25",2,603.54,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10898,OCEA,4,"2014-02-20","2014-03-20","2014-03-06",2,1.27,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,"1010",Argentina
10899,LILAS,5,"2014-02-20","2014-03-20","2014-02-26",3,1.21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,"3508",Venezuela
10900,WELLI,1,"2014-02-20","2014-03-20","2014-03-04",2,1.66,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,"08737-363",Brazil
10901,HILAA,4,"2014-02-23","2014-03-23","2014-02-26",1,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,"5022",Venezuela
10902,FOLKO,1,"2014-02-23","2014-03-23","2014-03-03",1,44.15,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10903,HANAR,3,"2014-02-24","2014-03-24","2014-03-04",3,36.71,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10904,WHITC,3,"2014-02-24","2014-03-24","2014-02-27",3,162.95,White Clover Markets,"1029 - 12th Ave. S.",Seattle,North America,"98124",USA
10905,WELLI,9,"2014-02-24","2014-03-24","2014-03-06",2,13.72,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,"08737-363",Brazil
10906,WOLZA,4,"2014-02-25","2014-03-11","2014-03-03",3,26.29,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,"01-012",Poland
10907,SPECD,6,"2014-02-25","2014-03-25","2014-02-27",3,9.19,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,"75016",France
10908,REGGC,4,"2014-02-26","2014-03-26","2014-03-06",2,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,"42100",Italy
10909,SANTG,1,"2014-02-26","2014-03-26","2014-03-10",2,53.05,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,"4110",Norway
10910,WILMK,1,"2014-02-26","2014-03-26","2014-03-04",3,38.11,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,"21240",Finland
10911,GODOS,3,"2014-02-26","2014-03-26","2014-03-05",1,38.19,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,"41101",Spain
10912,HUNGO,2,"2014-02-26","2014-03-26","2014-03-18",2,580.91,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10913,QUEE,4,"2014-02-26","2014-03-26","2014-03-04",1,33.05,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10914,QUEE,6,"2014-02-27","2014-03-27","2014-03-02",1,21.19,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10915,TORTU,2,"2014-02-27","2014-03-27","2014-03-02",2,3.51,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,"05033",Mexico
10916,RANCH,1,"2014-02-27","2014-03-27","2014-03-09",2,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,"1010",Argentina
10917,ROMEY,4,"2014-03-02","2014-03-30","2014-03-11",2,8.29,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,"28001",Spain
10918,BOTTM,3,"2014-03-02","2014-03-30","2014-03-11",3,48.83,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,North America,T2F 8M4,Canada
10919,LINOD,2,"2014-03-02","2014-03-30","2014-03-04",2,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,"4980",Venezuela
10920,AROUT,4,"2014-03-03","2014-03-31","2014-03-09",2,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10921,VAFFE,1,"2014-03-03","2014-04-14","2014-03-09",1,176.48,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,"8200",Denmark
10922,HANAR,5,"2014-03-03","2014-03-31","2014-03-05",3,62.74,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10923,LAMAI,7,"2014-03-03","2014-04-14","2014-03-13",3,68.26,La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,Western Europe,"31000",France
10924,BERGS,3,"2014-03-04","2014-04-01","2014-04-08",2,151.52,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10925,HANAR,3,"2014-03-04","2014-04-01","2014-03-13",1,2.27,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10926,ANATR,4,"2014-03-04","2014-04-01","2014-03-11",3,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,"05021",Mexico
10927,LACOR,4,"2014-03-05","2014-04-02","2014-04-08",1,19.79,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,"78000",France
10928,GALED,1,"2014-03-05","2014-04-02","2014-03-18",1,1.36,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,"8022",Spain
10929,FRANK,6,"2014-03-05","2014-04-02","2014-03-12",1,33.93,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10930,SUPRD,4,"2014-03-06","2014-04-17","2014-03-18",3,15.55,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10931,RICSU,4,"2014-03-06","2014-03-20","2014-03-19",2,13.6,Richter Supermarkt,Starenweg 5,Genève,Western Europe,"1204",Switzerland
10932,BONAP,8,"2014-03-06","2014-04-03","2014-03-24",1,134.64,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10933,ISLAT,6,"2014-03-06","2014-04-03","2014-03-16",3,54.15,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10934,LEHMS,3,"2014-03-09","2014-04-06","2014-03-12",3,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,"60528",Germany
10935,WELLI,4,"2014-03-09","2014-04-06","2014-03-18",3,47.59,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,"08737-363",Brazil
10936,GREAL,3,"2014-03-09","2014-04-06","2014-03-18",2,33.68,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,North America,"97403",USA
